reconstruction_loss,quantization_name,beta,encoder offset,in_features,codebook_size,influence,lifetime,influence_decay,research_mode,codebook offset,val/MSELoss,val/codebook_entropy,val/loss_commitment,val/loss_codebook,test/MSELoss,test/codebook_entropy,test/loss_commitment,test/loss_codebook,best/MSELoss,best/codebook_entropy
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,3.0,2.0,512.0,,,,1.0,0.0,0.0044749886728823185,6.074254512786865,0.0006002110312692821,0.0006002110312692821,0.0,0.0,0.0,0.0,0.004322356544435024,6.060693740844727
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,3.0,2.0,512.0,,,,1.0,0.0,0.004365609027445316,6.0719757080078125,0.0005842196987941861,0.0005842196987941861,0.0,0.0,0.0,0.0,0.0043176449835300446,6.076025009155273
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,3.0,2.0,512.0,,,,1.0,0.0,0.00433595385402441,6.083022117614746,0.0006009461358189583,0.0006009461358189583,0.0,0.0,0.0,0.0,0.00433595385402441,6.083022117614746
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,4.0,2.0,512.0,,,,1.0,0.0,0.004668411333113909,6.058064937591553,0.0005888404557481408,0.0005888404557481408,0.0,0.0,0.0,0.0,0.004331487696617842,6.046303749084473
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,4.0,2.0,512.0,,,,1.0,0.0,0.004434953909367323,6.051557540893555,0.000581508909817785,0.000581508909817785,0.0,0.0,0.0,0.0,0.004288137890398502,6.053597450256348
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,4.0,2.0,512.0,,,,1.0,0.0,0.004657162819057703,6.038752555847168,0.0005642136675305665,0.0005642136675305665,0.0,0.0,0.0,0.0,0.004324087407439947,6.058082580566406
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,5.0,2.0,512.0,,,,1.0,0.0,0.004712521098554134,6.056569576263428,0.0006059560691937804,0.0006059560691937804,0.0,0.0,0.0,0.0,0.004411938600242138,6.075800895690918
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,5.0,2.0,512.0,,,,1.0,0.0,0.004392620176076889,6.053261756896973,0.0005761637003161013,0.0005761637003161013,0.0,0.0,0.0,0.0,0.004321831278502941,6.0687456130981445
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,5.0,2.0,512.0,,,,1.0,0.0,0.004955213982611895,6.059218883514404,0.0006163977668620646,0.0006163977668620646,0.0,0.0,0.0,0.0,0.004326642490923405,6.065191268920898
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,6.0,2.0,512.0,,,,1.0,0.0,0.004315167665481567,6.087517261505127,0.0006589451222680509,0.0006589451222680509,0.0,0.0,0.0,0.0,0.004315167665481567,6.087517261505127
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,6.0,2.0,512.0,,,,1.0,0.0,0.004373197443783283,6.0327019691467285,0.0005889146123081446,0.0005889146123081446,0.0,0.0,0.0,0.0,0.004329721909016371,6.041689395904541
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,6.0,2.0,512.0,,,,1.0,0.0,0.005770831368863583,6.050508499145508,0.0006332497578114271,0.0006332497578114271,0.0,0.0,0.0,0.0,0.004379741381853819,6.045476913452148
