reconstruction_loss,quantization_name,beta,in_features,codebook_size,research_mode,val/MSELoss,val/codebook_entropy,val/loss_commitment,val/loss_codebook,test/MSELoss,test/codebook_entropy,test/loss_commitment,test/loss_codebook,best/MSELoss,best/codebook_entropy,best/loss_commitment,best/loss_codebook
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,128.0,1.0,0.0040884739719331264,4.7898406982421875,0.004200368653982878,0.0025509537663310766,0.004060614388436079,4.790024757385254,0.00429189670830965,0.0025799241848289967,0.004060614388436079,4.790024757385254,0.00429189670830965,0.0025799241848289967
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,128.0,1.0,0.004815780557692051,4.762219429016113,0.0011117106769233942,0.00014919434033799917,0.004588600248098373,4.77876091003418,0.001258766045793891,0.00015565748617518693,0.004588600248098373,4.77876091003418,0.001258766045793891,0.00015565748617518693
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,128.0,1.0,0.004175429232418537,4.789281845092773,0.004292690195143223,0.005185450427234173,0.004094578791409731,4.792055130004883,0.004394677467644215,0.005240707192569971,0.004094578791409731,4.792055130004883,0.004394677467644215,0.005240707192569971
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,4.0,128.0,1.0,0.0040671369060873985,4.777647972106934,0.0037611997686326504,0.0005967029137536883,0.004017969593405724,4.782690048217773,0.004301229026168585,0.0006518624722957611,0.004017969593405724,4.782690048217773,0.004301229026168585,0.0006518624722957611
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,64.0,128.0,1.0,0.004150122869759798,4.786208152770996,0.004591602832078934,0.010675174184143543,0.00404079956933856,4.781919956207275,0.004554640967398882,0.01061398908495903,0.00404079956933856,4.781919956207275,0.004554640967398882,0.01061398908495903
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,8.0,128.0,1.0,0.004092363175004721,4.783448219299316,0.004150422289967537,0.0012622491922229528,0.004067450761795044,4.785624980926514,0.003934992477297783,0.0012330799363553524,0.004067450761795044,4.785624980926514,0.003934992477297783,0.0012330799363553524
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,1.0,256.0,1.0,0.00791135709732771,5.395319938659668,1.8663931768969633e-05,4.1484740904707e-06,0.007527831010520458,5.383939266204834,1.8964410628541373e-05,4.271668331057299e-06,0.007527831010520458,5.383939266204834,1.8964410628541373e-05,4.271668331057299e-06
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,128.0,256.0,1.0,0.003721968038007617,5.478121280670166,0.003698477754369378,0.00833897478878498,0.00366508518345654,5.457633018493652,0.00316750374622643,0.00756479986011982,0.00366508518345654,5.457633018493652,0.00316750374622643,0.00756479986011982
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,256.0,1.0,0.0038576044607907534,5.447554588317871,0.0025692435447126627,0.0008495476795360446,0.0036196464207023382,5.462161540985107,0.0028019226156175137,0.0008953820797614753,0.0036196464207023382,5.462161540985107,0.0028019226156175137,0.0008953820797614753
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,256.0,1.0,0.004539224784821272,5.416440963745117,0.0006367776659317315,4.6727407607249916e-05,0.004443327896296978,5.431417942047119,0.0006098549929447472,4.449949483387172e-05,0.004443327896296978,5.431417942047119,0.0006098549929447472,4.449949483387172e-05
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,256.0,1.0,0.003719325875863433,5.461945533752441,0.0029817791655659676,0.0018591675907373428,0.0036428680177778006,5.463844299316406,0.003050899365916848,0.001879819086752832,0.0036428680177778006,5.463844299316406,0.003050899365916848,0.001879819086752832
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,4.0,256.0,1.0,0.003680306486785412,5.4548234939575195,0.0027610701508820057,0.00022352911764755845,0.003660971764475107,5.435083389282227,0.002725061494857073,0.00022190227173268795,0.003660971764475107,5.435083389282227,0.002725061494857073,0.00022190227173268795
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,64.0,256.0,1.0,0.0037357851397246122,5.458279609680176,0.003216474549844861,0.0038307043723762035,0.0036317724734544754,5.465641975402832,0.003170901210978627,0.0038028236012905836,0.0036317724734544754,5.465641975402832,0.003170901210978627,0.0038028236012905836
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,8.0,256.0,1.0,0.0037339830305427313,5.484292984008789,0.005388643592596054,0.0006905863410793245,0.003496655961498618,5.476632118225098,0.005274767521768808,0.0006819019326940179,0.003496655961498618,5.476632118225098,0.005274767521768808,0.0006819019326940179
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,1.0,512.0,1.0,0.00784700270742178,6.064242362976074,1.3594300980912521e-05,1.5706169733675779e-06,0.007451747544109821,6.066047668457031,1.0140463928109966e-05,1.1917109077330679e-06,0.007451747544109821,6.066047668457031,1.0140463928109966e-05,1.1917109077330679e-06
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,128.0,512.0,1.0,0.0031587202101945877,6.146688938140869,0.003950709011405706,0.004079984501004219,0.0031105163507163525,6.145232200622559,0.0038075889460742474,0.003971876110881567,0.0031105163507163525,6.145232200622559,0.0038075889460742474,0.003971876110881567
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,512.0,1.0,0.003317982889711857,6.135835647583008,0.0036331606097519398,0.00048539284034632146,0.0031150737777352333,6.14780855178833,0.003764206310734153,0.0004998662043362856,0.0031150737777352333,6.14780855178833,0.003764206310734153,0.0004998662043362856
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,1.0,0.004521374590694904,6.1180033683776855,0.00042773771565407515,1.592174703546334e-05,0.004289861768484116,6.1054582595825195,0.00037108437390998006,1.4034342711966019e-05,0.004289861768484116,6.1054582595825195,0.00037108437390998006,1.4034342711966019e-05
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,1.0,0.003281669458374381,6.143646717071533,0.0038425326347351074,0.0010140982922166586,0.0031559625640511513,6.134969234466553,0.003654881613329053,0.0009751173784025013,0.0031559625640511513,6.134969234466553,0.003654881613329053,0.0009751173784025013
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,4.0,512.0,1.0,0.0031803795136511326,6.1408867835998535,0.0036290434654802084,0.0001225206651724875,0.0031286964658647776,6.148559093475342,0.0035351852420717478,0.00012026047625113279,0.0031286964658647776,6.148559093475342,0.0035351852420717478,0.00012026047625113279
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,64.0,512.0,1.0,0.003173411125317216,6.156667709350586,0.0037261107936501503,0.001960326451808214,0.0031139429192990065,6.151731967926025,0.0037915061693638563,0.0019878316670656204,0.0031139429192990065,6.151731967926025,0.0037915061693638563,0.0019878316670656204
MSELoss,Lightning_GVQ_VAE_codebook_loss,0.25,8.0,512.0,1.0,0.003456175560131669,6.037833213806152,0.0018875530222430825,0.0001612445485079661,0.003380401059985161,6.0475969314575195,0.0018662795191630721,0.00016095263708848506,0.003380401059985161,6.0475969314575195,0.0018662795191630721,0.00016095263708848506
MSELoss,Lightning_VQ_VAE_ema,0.25,1.0,1024.0,1.0,0.0077964733354747295,5.9011077880859375,9.910720109473914e-05,0.0,0.007377027068287134,5.700906753540039,0.00011565002932911739,0.0,0.007377027068287134,5.700906753540039,0.00011565002932911739,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,128.0,1024.0,1.0,0.006292568985372782,2.9752519130706787,0.006524221505969763,0.0,0.006101700477302074,2.9862051010131836,0.0072462186217308044,0.0,0.006101700477302074,2.9862051010131836,0.0072462186217308044,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,16.0,1024.0,1.0,0.004042911808937788,4.760831832885742,0.004336393438279629,0.0,0.004021765664219856,4.743776321411133,0.00429136399179697,0.0,0.004021765664219856,4.743776321411133,0.00429136399179697,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,2.0,1024.0,1.0,0.0043649934232234955,6.731401443481445,0.00038099579978734255,0.0,0.00418017478659749,6.658405303955078,0.0004667373432312161,0.0,0.00418017478659749,6.658405303955078,0.0004667373432312161,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,32.0,1024.0,1.0,0.005110681988298893,3.8915131092071533,0.0033399469684809446,0.0,0.00500503508374095,3.894746780395508,0.0032691515516489744,0.0,0.00500503508374095,3.894746780395508,0.0032691515516489744,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,4.0,1024.0,1.0,0.004862209782004356,4.646322250366211,0.0018075167899951339,0.0,0.004656533244997263,4.634151458740234,0.001745215617120266,0.0,0.004656533244997263,4.634151458740234,0.001745215617120266,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,64.0,1024.0,1.0,0.005830910988152027,3.306079149246216,0.005283139646053314,0.0,0.005705582443624735,3.3061225414276123,0.005124252289533615,0.0,0.005705582443624735,3.3061225414276123,0.005124252289533615,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,8.0,1024.0,1.0,0.005394496954977512,3.820617437362671,0.0038987440057098866,0.0,0.005127042066305876,3.7463459968566895,0.0035442046355456114,0.0,0.005127042066305876,3.7463459968566895,0.0035442046355456114,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,1.0,128.0,1.0,0.007868264801800251,4.57633113861084,0.0002943573927041143,0.0,0.007443785667419434,4.452518463134766,0.0003702891699504107,0.0,0.007443785667419434,4.452518463134766,0.0003702891699504107,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,128.0,128.0,1.0,0.004673272371292114,4.657648086547852,0.0018659209599718451,0.0,0.004628554452210665,4.531863212585449,0.0020206840708851814,0.0,0.004628554452210665,4.531863212585449,0.0020206840708851814,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,16.0,128.0,1.0,0.005232403986155987,3.699207305908203,0.005556364078074694,0.0,0.005121416877955198,3.6951377391815186,0.005708916112780571,0.0,0.005121416877955198,3.6951377391815186,0.005708916112780571,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,2.0,128.0,1.0,0.00472765089944005,4.718862533569336,0.001708321738988161,0.0,0.004528178833425045,4.728500843048096,0.001854781061410904,0.0,0.004528178833425045,4.728500843048096,0.001854781061410904,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,32.0,128.0,1.0,0.004107425920665264,4.759628772735596,0.004515612963587046,0.0,0.00395624665543437,4.756477355957031,0.004403950180858374,0.0,0.00395624665543437,4.756477355957031,0.004403950180858374,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,4.0,128.0,1.0,0.005460676271468401,3.806842803955078,0.003554594237357378,0.0,0.005097962450236082,3.8129873275756836,0.0036361815873533487,0.0,0.005097962450236082,3.8129873275756836,0.0036361815873533487,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,64.0,128.0,1.0,0.004056613426655531,4.7654523849487305,0.004311536904424429,0.0,0.003980765584856272,4.7597808837890625,0.0042153894901275635,0.0,0.003980765584856272,4.7597808837890625,0.0042153894901275635,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,8.0,128.0,1.0,0.004490675404667854,4.242815971374512,0.005621143151074648,0.0,0.00448274239897728,4.1996355056762695,0.005381317343562841,0.0,0.00448274239897728,4.1996355056762695,0.005381317343562841,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,1.0,256.0,1.0,0.00800692941993475,5.0788373947143555,0.0001699172571534291,0.0,0.007545803673565388,4.824660778045654,0.0002112435468006879,0.0,0.007545803673565388,4.824660778045654,0.0002112435468006879,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,128.0,256.0,1.0,0.0038183860015124083,5.36194372177124,0.0028048993553966284,0.0,0.0038183860015124083,5.36194372177124,0.0028048993553966284,0.0,0.0038183860015124083,5.36194372177124,0.0028048993553966284,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,16.0,256.0,1.0,0.003647064557299018,5.425169944763184,0.003276418661698699,0.0,0.0035446558613330126,5.402050018310547,0.003029984887689352,0.0,0.0035446558613330126,5.402050018310547,0.003029984887689352,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,2.0,256.0,1.0,0.0045320517383515835,5.394036293029785,0.0010510107968002558,0.0,0.004364147316664457,5.3750715255737305,0.0011028796434402466,0.0,0.004364147316664457,5.3750715255737305,0.0011028796434402466,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,32.0,256.0,1.0,0.004883611109107733,4.253306865692139,0.0026132268831133842,0.0,0.0048169419169425964,4.212793827056885,0.0025918197352439165,0.0,0.0048169419169425964,4.212793827056885,0.0025918197352439165,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,4.0,256.0,1.0,0.003677215427160263,5.406047821044922,0.0030601159669458866,0.0,0.0035912299063056707,5.4070587158203125,0.003054094733670354,0.0,0.0035912299063056707,5.4070587158203125,0.003054094733670354,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,64.0,256.0,1.0,0.0056366282515227795,3.6629714965820312,0.004030918702483177,0.0,0.0052886963821947575,3.615184783935547,0.004216519650071859,0.0,0.0052886963821947575,3.615184783935547,0.004216519650071859,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,8.0,256.0,1.0,0.00481307040899992,3.874016284942627,0.007473799865692854,0.0,0.00481307040899992,3.874016284942627,0.007473799865692854,0.0,0.00481307040899992,3.874016284942627,0.007473799865692854,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,1.0,512.0,1.0,0.007930107414722443,5.184075355529785,0.00015093600086402148,0.0,0.007508271373808384,4.913318634033203,0.00018390371405985206,0.0,0.007508271373808384,4.913318634033203,0.00018390371405985206,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,128.0,512.0,1.0,0.006323318462818861,3.0048084259033203,0.006883740890771151,0.0,0.006036764942109585,3.0218381881713867,0.0069604055024683475,0.0,0.006036764942109585,3.0218381881713867,0.0069604055024683475,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,16.0,512.0,1.0,0.004280179273337126,4.740905284881592,0.00424179807305336,0.0,0.004168917890638113,4.717730522155762,0.0038223518058657646,0.0,0.004168917890638113,4.717730522155762,0.0038223518058657646,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,2.0,512.0,1.0,0.0043882327154278755,6.066475868225098,0.00061301194364205,0.0,0.0042428127489984035,6.026856422424316,0.0006211250438354909,0.0,0.0042428127489984035,6.026856422424316,0.0006211250438354909,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,32.0,512.0,1.0,0.0034244032576680183,5.882688045501709,0.002463341224938631,0.0,0.0034244032576680183,5.882688045501709,0.002463341224938631,0.0,0.0034244032576680183,5.882688045501709,0.002463341224938631,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,4.0,512.0,1.0,0.004981148522347212,4.255212306976318,0.002602218883112073,0.0,0.0047604478895664215,4.242722511291504,0.0024541730526834726,0.0,0.0047604478895664215,4.242722511291504,0.0024541730526834726,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,64.0,512.0,1.0,0.005716049112379551,3.3518428802490234,0.004987023770809174,0.0,0.005716049112379551,3.3518428802490234,0.004987023770809174,0.0,0.005716049112379551,3.3518428802490234,0.004987023770809174,0.0
MSELoss,Lightning_VQ_VAE_ema,0.25,8.0,512.0,1.0,0.004443764686584473,4.261859893798828,0.005871366709470749,0.0,0.004421483259648085,4.263591766357422,0.005945613142102957,0.0,0.004421483259648085,4.263591766357422,0.005945613142102957,0.0
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,1.0,1024.0,1.0,0.008051261305809021,6.882199287414551,8.79232266015606e-06,8.79232266015606e-06,0.007582090795040131,6.877203941345215,7.733440725132823e-06,7.733440725132823e-06,0.007582090795040131,6.877203941345215,7.733440725132823e-06,7.733440725132823e-06
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,128.0,1024.0,1.0,0.003465167945250869,5.476378440856934,0.004812890663743019,0.004812890663743019,0.0034001502208411694,5.466341972351074,0.004766726400703192,0.004766726400703192,0.0034001502208411694,5.466341972351074,0.004766726400703192,0.004766726400703192
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,16.0,1024.0,1.0,0.0030903329607099295,6.1056952476501465,0.004022187553346157,0.004022187553346157,0.0030903329607099295,6.1056952476501465,0.004022187553346157,0.004022187553346157,0.0030903329607099295,6.1056952476501465,0.004022187553346157,0.004022187553346157
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,2.0,1024.0,1.0,0.004451616667211056,6.768708229064941,0.0003594084701035172,0.0003594084701035172,0.004266953095793724,6.7627458572387695,0.0003259404911659658,0.0003259404911659658,0.004266953095793724,6.7627458572387695,0.0003259404911659658,0.0003259404911659658
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,32.0,1024.0,1.0,0.0034236623905599117,5.602445602416992,0.004505872260779142,0.004505872260779142,0.0033309664577245712,5.611731052398682,0.004596060607582331,0.004596060607582331,0.0033309664577245712,5.611731052398682,0.004596060607582331,0.004596060607582331
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,4.0,1024.0,1.0,0.0028335624374449253,6.769440174102783,0.0030347604770213366,0.0030347604770213366,0.002802389208227396,6.769554138183594,0.0030583448242396116,0.0030583448242396116,0.002802389208227396,6.769554138183594,0.0030583448242396116,0.0030583448242396116
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,64.0,1024.0,1.0,0.0035051594022661448,5.459659576416016,0.005425727926194668,0.005425727926194668,0.003458021441474557,5.411802291870117,0.005262581631541252,0.005262581631541252,0.003458021441474557,5.411802291870117,0.005262581631541252,0.005262581631541252
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,8.0,1024.0,1.0,0.0028693489730358124,6.519813537597656,0.004496304783970118,0.004496304783970118,0.0028144686948508024,6.517204284667969,0.004541522823274136,0.004541522823274136,0.0028144686948508024,6.517204284667969,0.004541522823274136,0.004541522823274136
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,1.0,128.0,1.0,0.008189084008336067,4.715476036071777,0.00010594433115329593,0.00010594433115329593,0.0076373908668756485,4.675405979156494,9.084495104616508e-05,9.084495104616508e-05,0.0076373908668756485,4.675405979156494,9.084495104616508e-05,9.084495104616508e-05
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,128.0,128.0,1.0,0.0040186806581914425,4.708226203918457,0.005321386735886335,0.005321386735886335,0.0039771185256540775,4.722619533538818,0.005884865298867226,0.005884865298867226,0.0039771185256540775,4.722619533538818,0.005884865298867226,0.005884865298867226
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,16.0,128.0,1.0,0.004100017249584198,4.741254806518555,0.006688353605568409,0.006688353605568409,0.003972860984504223,4.7376227378845215,0.006861022207885981,0.006861022207885981,0.003972860984504223,4.7376227378845215,0.006861022207885981,0.006861022207885981
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,2.0,128.0,1.0,0.004748293664306402,4.740758895874023,0.0018330687889829278,0.0018330687889829278,0.004569390323013067,4.7266154289245605,0.001706666313111782,0.001706666313111782,0.004569390323013067,4.7266154289245605,0.001706666313111782,0.001706666313111782
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,32.0,128.0,1.0,0.004205379169434309,4.759828567504883,0.004688182380050421,0.004688182380050421,0.0039903693832457066,4.7440643310546875,0.00446798512712121,0.00446798512712121,0.0039903693832457066,4.7440643310546875,0.00446798512712121,0.00446798512712121
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,4.0,128.0,1.0,0.00428612157702446,4.491701602935791,0.0051958910189569,0.0051958910189569,0.004201909992843866,4.465366840362549,0.005107410717755556,0.005107410717755556,0.004201909992843866,4.465366840362549,0.005107410717755556,0.005107410717755556
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,64.0,128.0,1.0,0.004055764060467482,4.760692596435547,0.004425291437655687,0.004425291437655687,0.003968745935708284,4.7311506271362305,0.004244750365614891,0.004244750365614891,0.003968745935708284,4.7311506271362305,0.004244750365614891,0.004244750365614891
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,8.0,128.0,1.0,0.004252877086400986,4.422739505767822,0.005278082564473152,0.005278082564473152,0.004229122307151556,4.425938606262207,0.005412967409938574,0.005412967409938574,0.004229122307151556,4.425938606262207,0.005412967409938574,0.005412967409938574
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,1.0,256.0,1.0,0.007945005781948566,5.373530864715576,3.698602085933089e-05,3.698602085933089e-05,0.007537713274359703,5.3870954513549805,3.173518052790314e-05,3.173518052790314e-05,0.007537713274359703,5.3870954513549805,3.173518052790314e-05,3.173518052790314e-05
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,128.0,256.0,1.0,0.003550200955942273,5.4110493659973145,0.0029513088520616293,0.0029513088520616293,0.0035395438317209482,5.407341003417969,0.002965000458061695,0.002965000458061695,0.0035395438317209482,5.407341003417969,0.002965000458061695,0.002965000458061695
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,16.0,256.0,1.0,0.003738067578524351,5.251954078674316,0.003251652931794524,0.003251652931794524,0.00367990555241704,5.239651679992676,0.0031765366438776255,0.0031765366438776255,0.00367990555241704,5.239651679992676,0.0031765366438776255,0.0031765366438776255
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,2.0,256.0,1.0,0.0045299106277525425,5.397914886474609,0.00104873429518193,0.00104873429518193,0.004354565870016813,5.374329566955566,0.0009371305932290852,0.0009371305932290852,0.004354565870016813,5.374329566955566,0.0009371305932290852,0.0009371305932290852
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,32.0,256.0,1.0,0.0037320342380553484,5.359380722045898,0.0033603725023567677,0.0033603725023567677,0.003675368381664157,5.3261566162109375,0.003432872239500284,0.003432872239500284,0.003675368381664157,5.3261566162109375,0.003432872239500284,0.003432872239500284
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,4.0,256.0,1.0,0.003916777670383453,5.219331741333008,0.0036688700783997774,0.0036688700783997774,0.003706075483933091,5.197946071624756,0.003471659729257226,0.003471659729257226,0.003706075483933091,5.197946071624756,0.003471659729257226,0.003471659729257226
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,64.0,256.0,1.0,0.004174899309873581,4.9700727462768555,0.0040172976441681385,0.0040172976441681385,0.003861828474327922,4.933465480804443,0.004049011971801519,0.004049011971801519,0.003861828474327922,4.933465480804443,0.004049011971801519,0.004049011971801519
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,8.0,256.0,1.0,0.003593500703573227,5.248744964599609,0.005605010781437159,0.005605010781437159,0.0035645340103656054,5.259342670440674,0.005614044144749641,0.005614044144749641,0.0035645340103656054,5.259342670440674,0.005614044144749641,0.005614044144749641
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,1.0,512.0,1.0,0.007915515452623367,6.127657413482666,1.2999291357118636e-05,1.2999291357118636e-05,0.007502653170377016,6.159384727478027,1.3847285117662977e-05,1.3847285117662977e-05,0.007502653170377016,6.159384727478027,1.3847285117662977e-05,1.3847285117662977e-05
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,128.0,512.0,1.0,0.0037714438512921333,5.21602725982666,0.0034740003757178783,0.0034740003757178783,0.003705912735313177,5.195897102355957,0.0036066698376089334,0.0036066698376089334,0.003705912735313177,5.195897102355957,0.0036066698376089334,0.0036066698376089334
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,16.0,512.0,1.0,0.0035274592228233814,5.693034648895264,0.0028383471071720123,0.0028383471071720123,0.003503364510834217,5.668264865875244,0.0028343249578028917,0.0028343249578028917,0.003503364510834217,5.668264865875244,0.0028343249578028917,0.0028343249578028917
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,2.0,512.0,1.0,0.004464458208531141,6.082569599151611,0.000610621995292604,0.000610621995292604,0.004278089385479689,6.0727033615112305,0.0005454724887385964,0.0005454724887385964,0.004278089385479689,6.0727033615112305,0.0005454724887385964,0.0005454724887385964
MSELoss,Lightning_VQ_VAE_codebook_loss,0.25,32.0,512.0,1.0,0.003426883602514863,5.619512557983398,0.004778333939611912,0.004778333939611912,0.0033365366980433464,5.609697341918945,0.004764372017234564,0.004764372017234564,0.0033365366980433464,5.609697341918945,0.004764372017234564,0.004764372017234564
